review_id,order_id,review_score,review_date,review_text
R000568,O002302,5.0,2026-03-17,Not as expected
R000569,O004280,5.0,2026-04-18,Not as expected
R000570,O001719,3.0,2026-06-13,Good quality
R000571,O004774,4.0,2026-05-16,Excellent product
R000572,O004375,4.0,2026-06-07,Excellent product
R000573,O003409,4.0,2026-04-13,Average experience
R000574,O006494,3.0,2026-08-16,Damaged package
R000575,O004604,5.0,2026-04-04,Great value
R000576,O000790,3.0,2026-02-03,Late delivery
R000577,O000158,5.0,2026-05-01,Good quality
R000578,O001972,2.0,2026-02-23,Damaged package
R000579,O003721,5.0,2026-04-13,Great value
R000580,O006534,5.0,2026-05-04,Fast delivery
R000581,O006061,3.0,2026-05-07,Great value
R000582,O002863,4.0,2026-06-17,Damaged package
R000583,O003784,4.0,2026-05-21,Good quality
R000584,O001375,3.0,2026-03-03,Average experience
R000585,O005211,4.0,2026-05-01,Good quality
R000586,O002465,5.0,2026-01-24,Excellent product
R000587,O006416,5.0,2026-08-27,Average experience
R000588,O003983,5.0,2026-05-18,Damaged package
R000589,O001783,5.0,2026-01-09,Excellent product
R000590,O001821,4.0,2026-05-10,Not as expected
R000591,O003173,5.0,2026-06-18,Late delivery
R000592,O000536,5.0,2026-02-09,Excellent product
R000593,O002800,4.0,2026-05-17,Not as expected
R000594,O001516,5.0,2026-08-20,Late delivery
R000595,O001062,5.0,2026-03-16,Great value
R000596,O002118,5.0,2026-04-04,Late delivery
R000597,O003871,5.0,2026-05-31,Late delivery
R000598,O001048,2.0,2026-06-16,Excellent product
R000599,O003519,3.0,2026-03-06,Fast delivery
R000600,O006147,2.0,2026-01-16,Excellent product
R000601,O001766,3.0,2026-02-10,Great value
R000602,O005473,5.0,2026-07-22,Damaged package
R000603,O005545,3.0,2026-07-16,Late delivery
R000604,O000474,4.0,2026-03-15,Late delivery
R000605,O006758,4.0,2026-01-25,Excellent product
R000606,O006278,2.0,2026-08-10,Fast delivery
R000607,O001808,5.0,2026-07-10,Damaged package
R000608,O002418,5.0,2026-08-04,Fast delivery
R000609,O002790,1.0,2026-08-20,Not as expected
R000610,O001278,4.0,2026-05-03,Fast delivery
R000611,O000470,4.0,2026-08-26,Late delivery
R000612,O003036,4.0,2026-06-12,Great value
R000613,O003863,3.0,2026-06-10,Fast delivery
R000614,O006969,3.0,2026-08-13,Fast delivery
R000615,O000248,2.0,2026-01-19,Excellent product
R000616,O003001,5.0,2026-04-01,Damaged package
R000617,O003278,4.0,2026-04-18,Late delivery
R000618,O002273,4.0,2026-02-22,Good quality
R000619,O001439,4.0,2026-05-30,Excellent product
R000620,O004011,4.0,2026-06-04,Damaged package
R000621,O000801,5.0,2026-04-24,Average experience
R000622,O003313,3.0,2026-03-24,Good quality
R000623,O001411,5.0,2026-04-18,Fast delivery
R000624,O000229,3.0,2026-02-16,Great value
R000625,O001143,1.0,2026-02-17,Good quality
R000626,O000018,5.0,2026-02-26,Damaged package
R000627,O001384,5.0,2026-01-05,Excellent product
R000628,O004871,5.0,2026-08-17,Excellent product
R000629,O001431,4.0,2026-02-27,Damaged package
R000630,O004679,5.0,2026-07-07,Good quality
R000631,O002092,3.0,2026-08-17,Fast delivery
R000632,O001222,4.0,2026-06-05,Excellent product
R000633,O003110,4.0,2026-01-19,Late delivery
R000634,O006716,5.0,2026-05-12,Excellent product
R000635,O004891,3.0,2026-08-31,Damaged package
R000636,O005577,2.0,2026-03-30,Great value
R000637,O005319,3.0,2026-06-13,Late delivery
R000638,O003188,4.0,2026-05-17,Damaged package
R000639,O005342,4.0,2026-08-02,Damaged package
R000640,O004897,5.0,2026-02-17,Average experience
R000641,O002471,2.0,2026-01-02,Great value
R000642,O000544,4.0,2026-05-29,Great value
R000643,O000787,4.0,2026-04-08,Average experience
R000644,O003500,3.0,2026-03-21,Average experience
R000645,O001748,3.0,2026-02-25,Not as expected
R000646,O005828,3.0,2026-05-13,Damaged package
R000647,O006246,5.0,2026-02-27,Good quality
R000648,O006556,4.0,2026-05-03,Good quality
R000649,O004651,5.0,2026-08-29,Excellent product
R000650,O003553,4.0,2026-07-24,Damaged package
R000651,O000097,1.0,2026-01-14,Not as expected
R000652,O005271,1.0,2026-08-07,Late delivery
R000653,O005984,4.0,2026-06-29,Great value
R000654,O004706,5.0,2026-03-09,Not as expected
R000655,O001407,4.0,2026-08-04,Late delivery
R000656,O001198,5.0,2026-08-31,Not as expected
R000657,O000157,4.0,2026-07-31,Not as expected
R000658,O000812,3.0,2026-06-02,Great value
R000659,O002003,4.0,2026-07-04,Late delivery
R000660,O002134,4.0,2026-08-13,Excellent product
R000661,O001594,1.0,2026-07-19,Damaged package
R000662,O002847,4.0,2026-01-16,Average experience
R000663,O000426,,2026-03-20,Excellent product
R000664,O001617,4.0,2026-01-17,Excellent product
R000665,O001769,4.0,2026-07-24,Excellent product
R000666,O001353,5.0,2026-08-11,Average experience
R000667,O006549,4.0,2026-02-13,Fast delivery
R000668,O000448,3.0,2026-08-15,Excellent product
R000669,O003581,5.0,2026-05-06,Not as expected
R000670,O001058,5.0,2026-04-23,Damaged package
R000671,O006748,3.0,2026-04-20,Average experience
R000672,O000593,4.0,2026-01-17,Excellent product
R000673,O001220,1.0,2026-06-25,Fast delivery
R000674,O003247,4.0,2026-01-23,Damaged package
R000675,O005857,3.0,2026-01-11,Average experience
R000676,O000132,5.0,2026-01-18,Excellent product
R000677,O003269,5.0,2026-07-16,Fast delivery
R000678,O005039,2.0,2026-07-03,Late delivery
R000679,O002580,5.0,2026-08-07,Fast delivery
R000680,O002272,3.0,2026-06-22,Not as expected
R000681,O002269,4.0,2026-02-17,Average experience
R000682,O004966,5.0,2026-02-18,Great value
R000683,O006667,4.0,2026-08-05,Late delivery
R000684,O006085,1.0,2026-06-20,Fast delivery
R000685,O004694,2.0,2026-01-17,Great value
R000686,O005683,4.0,2026-03-24,Late delivery
R000687,O001189,5.0,2026-01-15,Late delivery
R000688,O006644,2.0,2026-04-11,Damaged package
R000689,O001154,3.0,2026-01-17,Not as expected
R000690,O001047,5.0,2026-08-12,Damaged package
R000691,O003133,4.0,2026-08-01,Excellent product
R000692,O000094,5.0,2026-07-26,Great value
R000693,O003394,4.0,2026-02-07,Late delivery
R000694,O001540,4.0,2026-07-19,Late delivery
R000695,O006894,5.0,2026-03-16,Fast delivery
R000696,O000958,5.0,2026-01-08,Excellent product
R000697,O005887,3.0,2026-08-19,Not as expected
R000698,O001075,5.0,2026-04-20,Average experience
R000699,O005720,4.0,2026-04-18,Excellent product
R000700,O005824,3.0,2026-04-28,Not as expected
R000701,O005118,1.0,2026-07-13,Good quality
R000702,O001806,4.0,2026-03-29,Fast delivery
R000703,O000477,2.0,2026-04-08,Average experience
R000704,O002046,5.0,2026-04-11,Fast delivery
R000705,O003723,3.0,2026-08-28,Damaged package
R000706,O004341,4.0,2026-02-15,Average experience
R000707,O005076,5.0,2026-01-07,Not as expected
R000708,O006241,4.0,2026-01-16,Not as expected
R000709,O006174,4.0,2026-06-24,Damaged package
R000710,O006111,4.0,2026-08-28,Average experience
R000711,O003101,3.0,2026-02-28,Good quality
R000712,O005573,4.0,2026-04-26,Average experience
R000713,O001025,5.0,2026-07-06,Fast delivery
R000714,O006115,5.0,2026-06-23,Average experience
R000715,O002729,4.0,2026-01-21,Late delivery
R000716,O004459,5.0,2026-04-08,Excellent product
R000717,O000352,5.0,2026-01-08,Excellent product
R000718,O000488,3.0,2026-03-06,Not as expected
R000719,O003483,5.0,2026-05-24,Excellent product
R000720,O001243,4.0,2026-04-07,Not as expected
R000721,O001010,5.0,2026-07-29,Excellent product
R000722,O002903,4.0,2026-05-13,Good quality
R000723,O005768,2.0,2026-03-23,Damaged package
R000724,O000938,3.0,2026-08-30,Great value
R000725,O000562,4.0,2026-03-09,Excellent product
R000726,O001651,1.0,2026-05-28,Excellent product
R000727,O005078,5.0,2026-05-07,Good quality
R000728,O000867,4.0,2026-01-11,Not as expected
R000729,O005599,1.0,2026-01-31,Fast delivery
R000730,O000335,4.0,2026-02-15,Damaged package
R000731,O003870,4.0,2026-06-21,Late delivery
R000732,O006905,2.0,2026-08-17,Great value
R000733,O006453,3.0,2026-04-05,Good quality
R000734,O004788,5.0,2026-02-11,Late delivery
R000735,O004481,3.0,2026-03-13,Late delivery
R000736,O002058,1.0,2026-06-01,Not as expected
R000737,O000024,5.0,2026-07-03,Good quality
R000738,O001169,4.0,2026-01-26,Late delivery
R000739,O001671,5.0,2026-07-10,Late delivery
R000740,O005037,4.0,2026-06-22,Excellent product
R000741,O006442,5.0,2026-03-15,Good quality
R000742,O006186,4.0,2026-06-03,Late delivery
R000743,O001790,5.0,2026-02-14,Average experience
R000744,O000843,5.0,2026-01-05,Good quality
R000745,O002165,3.0,2026-05-27,Good quality
R000746,O003922,1.0,2026-03-17,Good quality
R000747,O000446,4.0,2026-04-13,Excellent product
R000748,O005362,5.0,2026-07-07,Damaged package
R000749,O007033,4.0,2026-06-08,Damaged package
R000750,O002549,5.0,2026-02-06,Fast delivery
R000751,O001182,3.0,2026-05-23,Excellent product
R000752,O003304,2.0,2026-05-29,Good quality
R000753,O006293,3.0,2026-02-19,Great value
R000754,O001877,3.0,2026-04-26,Good quality
R000755,O004221,4.0,2026-06-03,Late delivery
R000756,O005051,4.0,2026-07-09,Excellent product
R000757,O005521,3.0,2026-06-06,Good quality
R000758,O006750,2.0,2026-04-02,Fast delivery
R000759,O003946,4.0,2026-04-15,Not as expected
R000760,O005474,5.0,2026-04-29,Average experience
R000761,O002447,5.0,2026-01-18,Late delivery
R000762,O002670,3.0,2026-07-30,Damaged package
R000763,O002190,4.0,2026-03-20,Late delivery
R000764,O002349,4.0,2026-07-06,Late delivery
R000765,O005221,5.0,2026-05-27,Excellent product
R000766,O006120,5.0,2026-03-12,Not as expected
R000767,O003353,3.0,2026-01-18,Good quality
R000768,O002454,3.0,2026-06-27,Great value
R000769,O002942,4.0,2026-05-13,Great value
R000770,O001401,5.0,2026-05-07,Excellent product
R000771,O002084,2.0,2026-03-21,Not as expected
R000772,O005697,4.0,2026-01-02,Damaged package
R000773,O003361,3.0,2026-07-24,Great value
R000774,O001889,5.0,2026-02-28,Fast delivery
R000775,O002679,5.0,2026-07-04,Late delivery
R000776,O005793,5.0,2026-03-26,Great value
R000777,O004672,5.0,2026-08-28,Average experience
R000778,O000379,5.0,2026-06-03,Not as expected
R000779,O002021,3.0,2026-03-17,Good quality
R000780,O004845,4.0,2026-08-14,Fast delivery
R000781,O006530,3.0,2026-02-10,Damaged package
R000782,O000200,4.0,2026-04-21,Great value
R000783,O003978,2.0,2026-04-26,Good quality
R000784,O002930,5.0,2026-01-16,Not as expected
R000785,O000928,2.0,2026-03-20,Average experience
R000786,O006720,5.0,2026-02-11,Great value
R000787,O004938,5.0,2026-05-07,Fast delivery
R000788,O004777,5.0,2026-07-01,Damaged package
R000789,O006353,1.0,2026-04-30,Great value
R000790,O001039,5.0,2026-08-18,Excellent product
R000791,O001861,4.0,2026-02-23,Not as expected
R000792,O003245,3.0,2026-06-27,Fast delivery
R000793,O001331,5.0,2026-06-10,Damaged package
R000794,O003788,2.0,2026-08-25,Fast delivery
R000795,O002088,5.0,2026-02-23,Not as expected
R000796,O004464,5.0,2026-02-12,Good quality
R000797,O001481,4.0,2026-03-28,Not as expected
R000798,O002264,4.0,2026-08-15,Excellent product
R000799,O002305,5.0,2026-07-30,Good quality
R000800,O004507,5.0,2026-02-18,Not as expected
R000801,O002389,1.0,2026-06-24,Late delivery
R000802,O004267,4.0,2026-06-02,Great value
R000803,O005587,4.0,2026-08-22,Late delivery
R000804,O003796,5.0,2026-04-18,Late delivery
R000805,O005134,5.0,2026-08-01,Fast delivery
R000806,O002645,4.0,2026-01-19,Good quality
R000807,O006744,,2026-08-10,Excellent product
R000808,O002693,4.0,2026-02-05,Average experience
R000809,O002779,4.0,2026-02-27,Good quality
R000810,O003045,4.0,2026-01-31,Good quality
R000811,O004857,5.0,2026-05-04,Excellent product
R000812,O003182,5.0,2026-08-28,Average experience
R000813,O001003,4.0,2026-08-19,Damaged package
R000814,O004236,5.0,2026-04-07,Great value
R000815,O005427,3.0,2026-02-07,Fast delivery
R000816,O003028,3.0,2026-03-28,Fast delivery
R000817,O005326,4.0,2026-02-01,Good quality
R000818,O000548,4.0,2026-08-14,Fast delivery
R000819,O006368,5.0,2026-05-29,Not as expected
R000820,O005225,2.0,2026-03-22,Damaged package
R000821,O005286,4.0,2026-07-30,Damaged package
R000822,O005435,5.0,2026-03-31,Great value
R000823,O005390,4.0,2026-06-11,Not as expected
R000824,O001942,3.0,2026-06-18,Not as expected
R000825,O006157,4.0,2026-08-29,Good quality
R000826,O001513,4.0,2026-08-16,Not as expected
R000827,O002945,4.0,2026-04-17,Damaged package
R000828,O002651,4.0,2026-01-17,Good quality
R000829,O003847,4.0,2026-04-14,Good quality
R000830,O005446,4.0,2026-02-08,Damaged package
R000831,O004764,2.0,2026-02-07,Late delivery
R000832,O005954,1.0,2026-05-12,Average experience
R000833,O006327,4.0,2026-06-08,Fast delivery
R000834,O003465,5.0,2026-03-10,Late delivery
R000835,O001371,5.0,2026-01-13,Average experience
R000836,O005874,4.0,2026-03-08,Average experience
R000837,O003617,4.0,2026-07-05,Great value
R000838,O002821,5.0,2026-04-11,Good quality
R000839,O006522,5.0,2026-01-06,Damaged package
R000840,O000519,5.0,2026-03-25,Damaged package
R000841,O000612,1.0,2026-08-30,Fast delivery
R000842,O004955,4.0,2026-07-03,Fast delivery
R000843,O005567,5.0,2026-06-04,Not as expected
R000844,O000878,2.0,2026-04-13,Excellent product
R000845,O003657,4.0,2026-08-03,Late delivery
R000846,O000492,3.0,2026-03-26,Late delivery
R000847,O005071,4.0,2026-06-27,Average experience
R000848,O001177,4.0,2026-01-15,Great value
R000849,O000324,3.0,2026-06-08,Good quality
R000850,O003722,4.0,2026-05-20,Good quality
R000851,O006743,3.0,2026-07-05,Late delivery
R000852,O001583,5.0,2026-05-13,Good quality
R000853,O003986,3.0,2026-03-12,Average experience
R000854,O006760,4.0,2026-05-17,Damaged package
R000855,O005603,4.0,2026-04-16,Great value
R000856,O007192,4.0,2026-02-19,Fast delivery
R000857,O003476,4.0,2026-01-18,Damaged package
R000858,O004819,5.0,2026-03-10,Good quality
R000859,O000325,4.0,2026-02-16,Great value
R000860,O006271,1.0,2026-05-05,Damaged package
R000861,O004425,5.0,2026-06-09,Fast delivery
R000862,O000587,4.0,2026-07-14,Damaged package
R000863,O004040,2.0,2026-01-07,Fast delivery
R000864,O001722,4.0,2026-04-05,Late delivery
R000865,O006163,3.0,2026-05-20,Damaged package
R000866,O000707,4.0,2026-02-13,Not as expected
R000867,O007150,4.0,2026-01-08,Excellent product
R000868,O001729,2.0,2026-05-04,Not as expected
R000869,O004926,4.0,2026-01-03,Damaged package
R000870,O004650,3.0,2026-01-05,Fast delivery
R000871,O002888,5.0,2026-06-05,Excellent product
R000872,O004119,5.0,2026-06-28,Good quality
R000873,O001894,3.0,2026-08-16,Fast delivery
R000874,O004564,4.0,2026-04-04,Great value
R000875,O006196,1.0,2026-02-15,Damaged package
R000876,O001536,4.0,2026-03-27,Fast delivery
R000877,O003059,5.0,2026-05-09,Not as expected
R000878,O003591,2.0,2026-01-18,Not as expected
R000879,O003017,3.0,2026-08-05,Damaged package
R000880,O001408,5.0,2026-04-02,Late delivery
R000881,O003950,4.0,2026-04-14,Not as expected
R000882,O000799,3.0,2026-07-23,Great value
R000883,O000089,3.0,2026-05-09,Late delivery
R000884,O000735,2.0,2026-06-23,Average experience
R000885,O001173,1.0,2026-07-25,Fast delivery
R000886,O004735,4.0,2026-06-30,Average experience
R000887,O001421,2.0,2026-01-27,Great value
R000888,O004411,4.0,2026-03-25,Damaged package
R000889,O005699,5.0,2026-06-27,Not as expected
R000890,O000853,1.0,2026-01-20,Good quality
R000891,O000487,5.0,2026-04-01,Excellent product
R000892,O004611,4.0,2026-01-25,Average experience
R000893,O003862,4.0,2026-06-15,Good quality
R000894,O005718,5.0,2026-08-26,Damaged package
R000895,O003255,4.0,2026-07-12,Good quality
R000896,O006764,1.0,2026-01-26,Great value
R000897,O006804,5.0,2026-03-05,Good quality
R000898,O001845,4.0,2026-01-07,Excellent product
R000899,O006821,5.0,2026-04-05,Good quality
R000900,O000199,3.0,2026-05-20,Average experience
R000901,O002544,3.0,2026-06-09,Not as expected
R000902,O003797,5.0,2026-06-06,Not as expected
R000903,O001884,4.0,2026-03-27,Late delivery
R000904,O000074,4.0,2026-05-13,Good quality
R000905,O005413,4.0,2026-01-31,Average experience
R000906,O002143,4.0,2026-02-07,Excellent product
R000907,O002274,5.0,2026-06-24,Average experience
R000908,O001329,3.0,2026-05-26,Not as expected
R000909,O001618,5.0,2026-08-30,Average experience
R000910,O003810,2.0,2026-03-02,Average experience
R000911,O004396,4.0,2026-07-19,Excellent product
R000912,O003012,5.0,2026-05-24,Average experience
R000913,O004512,4.0,2026-06-01,Late delivery
R000914,O005703,4.0,2026-07-13,Average experience
R000915,O006072,5.0,2026-06-15,Great value
R000916,O005279,2.0,2026-08-03,Late delivery
R000917,O001624,4.0,2026-06-30,Good quality
R000918,O001422,5.0,2026-06-06,Good quality
R000919,O001601,5.0,2026-08-30,Not as expected
R000920,O001607,4.0,2026-07-21,Late delivery
R000921,O004484,5.0,2026-03-17,Average experience
R000922,O004835,5.0,2026-08-14,Average experience
R000923,O006319,5.0,2026-05-07,Great value
R000924,O006567,4.0,2026-05-22,Average experience
R000925,O004746,1.0,2026-05-18,Damaged package
R000926,O002571,5.0,2026-03-03,Average experience
R000927,O006399,5.0,2026-02-23,Great value
R000928,O001264,4.0,2026-05-07,Damaged package
R000929,O004130,3.0,2026-07-17,Great value
R000930,O004843,5.0,2026-05-05,Average experience
R000931,O006250,4.0,2026-04-01,Late delivery
R000932,O006554,1.0,2026-01-14,Average experience
R000933,O001609,4.0,2026-03-24,Late delivery
R000934,O003204,5.0,2026-03-30,Average experience
R000935,O004064,4.0,2026-01-30,Good quality
R000936,O005441,5.0,2026-01-03,Late delivery
R000937,O006070,4.0,2026-02-23,Average experience
R000938,O006756,4.0,2026-01-30,Excellent product
R000939,O002706,5.0,2026-06-07,Average experience
R000940,O005193,3.0,2026-03-17,Good quality
R000941,O002901,4.0,2026-06-27,Average experience
R000942,O005528,5.0,2026-03-20,Damaged package
R000943,O003166,3.0,2026-02-07,Good quality
R000944,O003048,4.0,2026-03-22,Late delivery
R000945,O000209,2.0,2026-04-16,Good quality
R000946,O001946,5.0,2026-01-07,Damaged package
R000947,O002877,3.0,2026-06-04,Not as expected
R000948,O003050,4.0,2026-06-18,Great value
R000949,O000621,4.0,2026-06-12,Not as expected
R000950,O003040,4.0,2026-03-26,Fast delivery
R000951,O000168,3.0,2026-01-12,Not as expected
R000952,O006774,5.0,2026-02-16,Great value
R000953,O006728,3.0,2026-01-05,Good quality
R000954,O003290,4.0,2026-06-14,Late delivery
R000955,O000479,3.0,2026-05-17,Great value
R000956,O003461,4.0,2026-02-26,Damaged package
R000957,O006520,2.0,2026-03-13,Average experience
R000958,O001859,4.0,2026-03-14,Excellent product
R000959,O001323,4.0,2026-05-01,Good quality
R000960,O005157,4.0,2026-03-11,Late delivery
R000961,O002207,1.0,2026-06-30,Good quality
R000962,O005386,5.0,2026-05-03,Not as expected
R000963,O004640,1.0,2026-03-10,Good quality
R000964,O006292,5.0,2026-02-16,Fast delivery
R000965,O000287,5.0,2026-04-27,Average experience
R000966,O000551,2.0,2026-03-04,Average experience
R000967,O001796,4.0,2026-05-20,Great value
R000968,O002458,5.0,2026-01-04,Damaged package
R000969,O005147,3.0,2026-08-17,Damaged package
R000970,O003753,2.0,2026-07-16,Damaged package
R000971,O007097,4.0,2026-02-21,Excellent product
